shard_id,projection_id,hf_module_path,sim_module_path,sim_layer,target_gpt2_block,qkv_component,sim_input_start,sim_input_end,sim_output_start,sim_output_end,canonical_row_start,canonical_row_end,canonical_col_start,canonical_col_end,tile_id,tier_id,policy,placement_seed,weights_in_shard,weights_in_projection,shard_weight,sensitivity_score
decoder_stack.layers.10.k_proj_out#r1c1,block_11/attn.c_attn,transformer.h.11.attn.c_attn,decoder_stack.layers.10.k_proj_out,10,11,K,512,768,512,768,1280,1536,512,768,71,1,random,42,65536,1769472,0.037037037037037035,0.6174618228869562
decoder_stack.layers.10.v_proj_out#r0c0,block_11/attn.c_attn,transformer.h.11.attn.c_attn,decoder_stack.layers.10.v_proj_out,10,11,V,0,512,0,512,1536,2048,0,512,10,5,random,42,262144,1769472,0.14814814814814814,0.6174618228869562
decoder_stack.layers.10.v_proj_out#r0c1,block_11/attn.c_attn,transformer.h.11.attn.c_attn,decoder_stack.layers.10.v_proj_out,10,11,V,0,512,512,768,2048,2304,0,512,11,5,random,42,131072,1769472,0.07407407407407407,0.6174618228869562
decoder_stack.layers.10.v_proj_out#r1c0,block_11/attn.c_attn,transformer.h.11.attn.c_attn,decoder_stack.layers.10.v_proj_out,10,11,V,512,768,0,512,1536,2048,512,768,12,5,random,42,131072,1769472,0.07407407407407407,0.6174618228869562
decoder_stack.layers.10.v_proj_out#r1c1,block_11/attn.c_attn,transformer.h.11.attn.c_attn,decoder_stack.layers.10.v_proj_out,10,11,V,512,768,512,768,2048,2304,512,768,13,5,random,42,65536,1769472,0.037037037037037035,0.6174618228869562
decoder_stack.layers.10.out_proj#r0c0,block_10/attn.c_proj,transformer.h.10.attn.c_proj,decoder_stack.layers.10.out_proj,10,10,,0,512,0,512,0,512,0,512,5,3,random,42,262144,589824,0.4444444444444444,0.1523851956705819
decoder_stack.layers.10.out_proj#r0c1,block_10/attn.c_proj,transformer.h.10.attn.c_proj,decoder_stack.layers.10.out_proj,10,10,,0,512,512,768,512,768,0,512,6,3,random,42,131072,589824,0.2222222222222222,0.1523851956705819
decoder_stack.layers.10.out_proj#r1c0,block_10/attn.c_proj,transformer.h.10.attn.c_proj,decoder_stack.layers.10.out_proj,10,10,,512,768,0,512,0,512,512,768,8,3,random,42,131072,589824,0.2222222222222222,0.1523851956705819
decoder_stack.layers.10.out_proj#r1c1,block_10/attn.c_proj,transformer.h.10.attn.c_proj,decoder_stack.layers.10.out_proj,10,10,,512,768,512,768,512,768,512,768,9,3,random,42,65536,589824,0.1111111111111111,0.1523851956705819
decoder_stack.layers.10.ffn1#r0c0,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,0,512,0,512,0,512,0,512,25,3,random,42,262144,2359296,0.1111111111111111,0.16039026530300332
decoder_stack.layers.10.ffn1#r0c1,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,0,512,512,1024,512,1024,0,512,26,3,random,42,262144,2359296,0.1111111111111111,0.16039026530300332
decoder_stack.layers.10.ffn1#r0c2,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,0,512,1024,1536,1024,1536,0,512,27,3,random,42,262144,2359296,0.1111111111111111,0.16039026530300332
decoder_stack.layers.10.ffn1#r0c3,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,0,512,1536,2048,1536,2048,0,512,28,3,random,42,262144,2359296,0.1111111111111111,0.16039026530300332
decoder_stack.layers.10.ffn1#r0c4,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,0,512,2048,2560,2048,2560,0,512,29,3,random,42,262144,2359296,0.1111111111111111,0.16039026530300332
decoder_stack.layers.10.ffn1#r0c5,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,0,512,2560,3072,2560,3072,0,512,31,3,random,42,262144,2359296,0.1111111111111111,0.16039026530300332
decoder_stack.layers.10.ffn1#r1c0,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,512,768,0,512,0,512,512,768,32,3,random,42,131072,2359296,0.05555555555555555,0.16039026530300332
decoder_stack.layers.10.ffn1#r1c1,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,512,768,512,1024,512,1024,512,768,34,3,random,42,131072,2359296,0.05555555555555555,0.16039026530300332
decoder_stack.layers.10.ffn1#r1c2,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,512,768,1024,1536,1024,1536,512,768,35,3,random,42,131072,2359296,0.05555555555555555,0.16039026530300332
decoder_stack.layers.10.ffn1#r1c3,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,512,768,1536,2048,1536,2048,512,768,37,3,random,42,131072,2359296,0.05555555555555555,0.16039026530300332
decoder_stack.layers.10.ffn1#r1c4,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,512,768,2048,2560,2048,2560,512,768,38,3,random,42,131072,2359296,0.05555555555555555,0.16039026530300332
decoder_stack.layers.10.ffn1#r1c5,block_10/mlp.c_fc,transformer.h.10.mlp.c_fc,decoder_stack.layers.10.ffn1,10,10,,512,768,2560,3072,2560,3072,512,768,39,3,random,42,131072,2359296,0.05555555555555555,0.16039026530300332
decoder_stack.layers.10.ffn2#r0c0,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,0,512,0,512,0,512,0,512,51,0,random,42,262144,2359296,0.1111111111111111,0.2773485940542365
decoder_stack.layers.10.ffn2#r0c1,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,0,512,512,768,512,768,0,512,53,0,random,42,131072,2359296,0.05555555555555555,0.2773485940542365
decoder_stack.layers.10.ffn2#r1c0,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,512,1024,0,512,0,512,512,1024,54,0,random,42,262144,2359296,0.1111111111111111,0.2773485940542365
decoder_stack.layers.10.ffn2#r1c1,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,512,1024,512,768,512,768,512,1024,55,0,random,42,131072,2359296,0.05555555555555555,0.2773485940542365
decoder_stack.layers.10.ffn2#r2c0,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,1024,1536,0,512,0,512,1024,1536,7,5,random,42,262144,2359296,0.1111111111111111,0.2773485940542365
decoder_stack.layers.10.ffn2#r2c1,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,1024,1536,512,768,512,768,1024,1536,20,5,random,42,131072,2359296,0.05555555555555555,0.2773485940542365
decoder_stack.layers.10.ffn2#r3c0,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,1536,2048,0,512,0,512,1536,2048,15,5,random,42,262144,2359296,0.1111111111111111,0.2773485940542365
decoder_stack.layers.10.ffn2#r3c1,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,1536,2048,512,768,512,768,1536,2048,33,5,random,42,131072,2359296,0.05555555555555555,0.2773485940542365
decoder_stack.layers.10.ffn2#r4c0,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,2048,2560,0,512,0,512,2048,2560,52,5,random,42,262144,2359296,0.1111111111111111,0.2773485940542365
decoder_stack.layers.10.ffn2#r4c1,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,2048,2560,512,768,512,768,2048,2560,4,5,random,42,131072,2359296,0.05555555555555555,0.2773485940542365
decoder_stack.layers.10.ffn2#r5c0,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,2560,3072,0,512,0,512,2560,3072,36,5,random,42,262144,2359296,0.1111111111111111,0.2773485940542365
decoder_stack.layers.10.ffn2#r5c1,block_10/mlp.c_proj,transformer.h.10.mlp.c_proj,decoder_stack.layers.10.ffn2,10,10,,2560,3072,512,768,512,768,2560,3072,42,5,random,42,131072,2359296,0.05555555555555555,0.2773485940542365
decoder_stack.layers.11.out_proj#r0c0,block_11/attn.c_proj,transformer.h.11.attn.c_proj,decoder_stack.layers.11.out_proj,11,11,,0,512,0,512,0,512,0,512,21,4,random,42,262144,589824,0.4444444444444444,2.932298648175034
decoder_stack.layers.11.out_proj#r0c1,block_11/attn.c_proj,transformer.h.11.attn.c_proj,decoder_stack.layers.11.out_proj,11,11,,0,512,512,768,512,768,0,512,22,4,random,42,131072,589824,0.2222222222222222,2.932298648175034
decoder_stack.layers.11.out_proj#r1c0,block_11/attn.c_proj,transformer.h.11.attn.c_proj,decoder_stack.layers.11.out_proj,11,11,,512,768,0,512,0,512,512,768,23,4,random,42,131072,589824,0.2222222222222222,2.932298648175034
decoder_stack.layers.11.out_proj#r1c1,block_11/attn.c_proj,transformer.h.11.attn.c_proj,decoder_stack.layers.11.out_proj,11,11,,512,768,512,768,512,768,512,768,24,4,random,42,65536,589824,0.1111111111111111,2.932298648175034
decoder_stack.layers.11.ffn1#r0c0,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,0,512,0,512,0,512,0,512,64,0,random,42,262144,2359296,0.1111111111111111,-0.04357328966926133
decoder_stack.layers.11.ffn1#r0c1,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,0,512,512,1024,512,1024,0,512,65,0,random,42,262144,2359296,0.1111111111111111,-0.04357328966926133
decoder_stack.layers.11.ffn1#r0c2,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,0,512,1024,1536,1024,1536,0,512,66,0,random,42,262144,2359296,0.1111111111111111,-0.04357328966926133
decoder_stack.layers.11.ffn1#r0c3,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,0,512,1536,2048,1536,2048,0,512,67,0,random,42,262144,2359296,0.1111111111111111,-0.04357328966926133
decoder_stack.layers.11.ffn1#r0c4,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,0,512,2048,2560,2048,2560,0,512,7,7,random,42,262144,2359296,0.1111111111111111,-0.04357328966926133
decoder_stack.layers.11.ffn1#r0c5,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,0,512,2560,3072,2560,3072,0,512,20,7,random,42,262144,2359296,0.1111111111111111,-0.04357328966926133
decoder_stack.layers.11.ffn1#r1c0,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,512,768,0,512,0,512,512,768,15,7,random,42,131072,2359296,0.05555555555555555,-0.04357328966926133
decoder_stack.layers.11.ffn1#r1c1,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,512,768,512,1024,512,1024,512,768,33,7,random,42,131072,2359296,0.05555555555555555,-0.04357328966926133
decoder_stack.layers.11.ffn1#r1c2,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,512,768,1024,1536,1024,1536,512,768,52,7,random,42,131072,2359296,0.05555555555555555,-0.04357328966926133
decoder_stack.layers.11.ffn1#r1c3,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,512,768,1536,2048,1536,2048,512,768,4,7,random,42,131072,2359296,0.05555555555555555,-0.04357328966926133
decoder_stack.layers.11.ffn1#r1c4,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,512,768,2048,2560,2048,2560,512,768,36,7,random,42,131072,2359296,0.05555555555555555,-0.04357328966926133
decoder_stack.layers.11.ffn1#r1c5,block_11/mlp.c_fc,transformer.h.11.mlp.c_fc,decoder_stack.layers.11.ffn1,11,11,,512,768,2560,3072,2560,3072,512,768,42,7,random,42,131072,2359296,0.05555555555555555,-0.04357328966926133
decoder_stack.layers.11.ffn2#r0c0,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,0,512,0,512,0,512,0,512,68,4,random,42,262144,2359296,0.1111111111111111,1.022026127167355
decoder_stack.layers.11.ffn2#r0c1,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,0,512,512,768,512,768,0,512,69,4,random,42,131072,2359296,0.05555555555555555,1.022026127167355
decoder_stack.layers.11.ffn2#r1c0,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,512,1024,0,512,0,512,512,1024,70,4,random,42,262144,2359296,0.1111111111111111,1.022026127167355
decoder_stack.layers.11.ffn2#r1c1,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,512,1024,512,768,512,768,512,1024,71,4,random,42,131072,2359296,0.05555555555555555,1.022026127167355
decoder_stack.layers.11.ffn2#r2c0,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,1024,1536,0,512,0,512,1024,1536,0,5,random,42,262144,2359296,0.1111111111111111,1.022026127167355
decoder_stack.layers.11.ffn2#r2c1,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,1024,1536,512,768,512,768,1024,1536,1,5,random,42,131072,2359296,0.05555555555555555,1.022026127167355
decoder_stack.layers.11.ffn2#r3c0,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,1536,2048,0,512,0,512,1536,2048,2,5,random,42,262144,2359296,0.1111111111111111,1.022026127167355
decoder_stack.layers.11.ffn2#r3c1,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,1536,2048,512,768,512,768,1536,2048,3,5,random,42,131072,2359296,0.05555555555555555,1.022026127167355
decoder_stack.layers.11.ffn2#r4c0,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,2048,2560,0,512,0,512,2048,2560,5,5,random,42,262144,2359296,0.1111111111111111,1.022026127167355
decoder_stack.layers.11.ffn2#r4c1,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,2048,2560,512,768,512,768,2048,2560,6,5,random,42,131072,2359296,0.05555555555555555,1.022026127167355
decoder_stack.layers.11.ffn2#r5c0,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,2560,3072,0,512,0,512,2560,3072,8,5,random,42,262144,2359296,0.1111111111111111,1.022026127167355
decoder_stack.layers.11.ffn2#r5c1,block_11/mlp.c_proj,transformer.h.11.mlp.c_proj,decoder_stack.layers.11.ffn2,11,11,,2560,3072,512,768,512,768,2560,3072,9,5,random,42,131072,2359296,0.05555555555555555,1.022026127167355
decoder_stack.layers.0.q_proj_in#r0c0,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.q_proj_in,0,0,Q,0,512,0,512,0,512,0,512,0,0,sequential,42,262144,1769472,0.14814814814814814,0.11981992250334841
decoder_stack.layers.0.q_proj_in#r0c1,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.q_proj_in,0,0,Q,0,512,512,768,512,768,0,512,1,0,sequential,42,131072,1769472,0.07407407407407407,0.11981992250334841
decoder_stack.layers.0.q_proj_in#r1c0,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.q_proj_in,0,0,Q,512,768,0,512,0,512,512,768,2,0,sequential,42,131072,1769472,0.07407407407407407,0.11981992250334841
decoder_stack.layers.0.q_proj_in#r1c1,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.q_proj_in,0,0,Q,512,768,512,768,512,768,512,768,3,0,sequential,42,65536,1769472,0.037037037037037035,0.11981992250334841
decoder_stack.layers.0.k_proj_in#r0c0,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.k_proj_in,0,0,K,0,512,0,512,768,1280,0,512,0,1,sequential,42,262144,1769472,0.14814814814814814,0.11981992250334841
decoder_stack.layers.0.k_proj_in#r0c1,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.k_proj_in,0,0,K,0,512,512,768,1280,1536,0,512,1,1,sequential,42,131072,1769472,0.07407407407407407,0.11981992250334841
decoder_stack.layers.0.k_proj_in#r1c0,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.k_proj_in,0,0,K,512,768,0,512,768,1280,512,768,2,1,sequential,42,131072,1769472,0.07407407407407407,0.11981992250334841
decoder_stack.layers.0.k_proj_in#r1c1,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.k_proj_in,0,0,K,512,768,512,768,1280,1536,512,768,3,1,sequential,42,65536,1769472,0.037037037037037035,0.11981992250334841
decoder_stack.layers.0.v_proj_in#r0c0,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.v_proj_in,0,0,V,0,512,0,512,1536,2048,0,512,0,2,sequential,42,262144,1769472,0.14814814814814814,0.11981992250334841
decoder_stack.layers.0.v_proj_in#r0c1,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.v_proj_in,0,0,V,0,512,512,768,2048,2304,0,512,1,2,sequential,42,131072,1769472,0.07407407407407407,0.11981992250334841
decoder_stack.layers.0.v_proj_in#r1c0,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.v_proj_in,0,0,V,512,768,0,512,1536,2048,512,768,2,2,sequential,42,131072,1769472,0.07407407407407407,0.11981992250334841
decoder_stack.layers.0.v_proj_in#r1c1,block_0/attn.c_attn,transformer.h.0.attn.c_attn,decoder_stack.layers.0.v_proj_in,0,0,V,512,768,512,768,2048,2304,512,768,3,2,sequential,42,65536,1769472,0.037037037037037035,0.11981992250334841
decoder_stack.layers.0.q_proj_out#r0c0,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.q_proj_out,0,1,Q,0,512,0,512,0,512,0,512,0,3,sequential,42,262144,1769472,0.14814814814814814,0.05735656252573022
decoder_stack.layers.0.q_proj_out#r0c1,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.q_proj_out,0,1,Q,0,512,512,768,512,768,0,512,1,3,sequential,42,131072,1769472,0.07407407407407407,0.05735656252573022
decoder_stack.layers.0.q_proj_out#r1c0,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.q_proj_out,0,1,Q,512,768,0,512,0,512,512,768,2,3,sequential,42,131072,1769472,0.07407407407407407,0.05735656252573022
decoder_stack.layers.0.q_proj_out#r1c1,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.q_proj_out,0,1,Q,512,768,512,768,512,768,512,768,3,3,sequential,42,65536,1769472,0.037037037037037035,0.05735656252573022
decoder_stack.layers.0.k_proj_out#r0c0,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.k_proj_out,0,1,K,0,512,0,512,768,1280,0,512,0,4,sequential,42,262144,1769472,0.14814814814814814,0.05735656252573022
decoder_stack.layers.0.k_proj_out#r0c1,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.k_proj_out,0,1,K,0,512,512,768,1280,1536,0,512,1,4,sequential,42,131072,1769472,0.07407407407407407,0.05735656252573022
decoder_stack.layers.0.k_proj_out#r1c0,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.k_proj_out,0,1,K,512,768,0,512,768,1280,512,768,2,4,sequential,42,131072,1769472,0.07407407407407407,0.05735656252573022
decoder_stack.layers.0.k_proj_out#r1c1,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.k_proj_out,0,1,K,512,768,512,768,1280,1536,512,768,3,4,sequential,42,65536,1769472,0.037037037037037035,0.05735656252573022
decoder_stack.layers.0.v_proj_out#r0c0,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.v_proj_out,0,1,V,0,512,0,512,1536,2048,0,512,0,5,sequential,42,262144,1769472,0.14814814814814814,0.05735656252573022
decoder_stack.layers.0.v_proj_out#r0c1,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.v_proj_out,0,1,V,0,512,512,768,2048,2304,0,512,1,5,sequential,42,131072,1769472,0.07407407407407407,0.05735656252573022
decoder_stack.layers.0.v_proj_out#r1c0,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.v_proj_out,0,1,V,512,768,0,512,1536,2048,512,768,2,5,sequential,42,131072,1769472,0.07407407407407407,0.05735656252573022
decoder_stack.layers.0.v_proj_out#r1c1,block_1/attn.c_attn,transformer.h.1.attn.c_attn,decoder_stack.layers.0.v_proj_out,0,1,V,512,768,512,768,2048,2304,512,768,3,5,sequential,42,65536,1769472,0.037037037037037035,0.05735656252573022
decoder_stack.layers.0.out_proj#r0c0,block_0/attn.c_proj,transformer.h.0.attn.c_proj,decoder_stack.layers.0.out_proj,0,0,,0,512,0,512,0,512,0,512,0,6,sequential,42,262144,589824,0.4444444444444444,11.350339747763249
decoder_stack.layers.0.out_proj#r0c1,block_0/attn.c_proj,transformer.h.0.attn.c_proj,decoder_stack.layers.0.out_proj,0,0,,0,512,512,768,512,768,0,512,1,6,sequential,42,131072,589824,0.2222222222222222,11.350339747763249
decoder_stack.layers.0.out_proj#r1c0,block_0/attn.c_proj,transformer.h.0.attn.c_proj,decoder_stack.layers.0.out_proj,0,0,,512,768,0,512,0,512,512,768,2,6,sequential,42,131072,589824,0.2222222222222222,11.350339747763249
decoder_stack.layers.0.out_proj#r1c1,block_0/attn.c_proj,transformer.h.0.attn.c_proj,decoder_stack.layers.0.out_proj,0,0,,512,768,512,768,512,768,512,768,3,6,sequential,42,65536,589824,0.1111111111111111,11.350339747763249
decoder_stack.layers.0.ffn1#r0c0,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,0,512,0,512,0,512,0,512,0,7,sequential,42,262144,2359296,0.1111111111111111,0.2156455889038142
decoder_stack.layers.0.ffn1#r0c1,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,0,512,512,1024,512,1024,0,512,1,7,sequential,42,262144,2359296,0.1111111111111111,0.2156455889038142
decoder_stack.layers.0.ffn1#r0c2,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,0,512,1024,1536,1024,1536,0,512,2,7,sequential,42,262144,2359296,0.1111111111111111,0.2156455889038142
decoder_stack.layers.0.ffn1#r0c3,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,0,512,1536,2048,1536,2048,0,512,3,7,sequential,42,262144,2359296,0.1111111111111111,0.2156455889038142
decoder_stack.layers.0.ffn1#r0c4,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,0,512,2048,2560,2048,2560,0,512,4,0,sequential,42,262144,2359296,0.1111111111111111,0.2156455889038142
decoder_stack.layers.0.ffn1#r0c5,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,0,512,2560,3072,2560,3072,0,512,5,0,sequential,42,262144,2359296,0.1111111111111111,0.2156455889038142
decoder_stack.layers.0.ffn1#r1c0,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,512,768,0,512,0,512,512,768,6,0,sequential,42,131072,2359296,0.05555555555555555,0.2156455889038142
decoder_stack.layers.0.ffn1#r1c1,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,512,768,512,1024,512,1024,512,768,7,0,sequential,42,131072,2359296,0.05555555555555555,0.2156455889038142
decoder_stack.layers.0.ffn1#r1c2,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,512,768,1024,1536,1024,1536,512,768,8,0,sequential,42,131072,2359296,0.05555555555555555,0.2156455889038142
decoder_stack.layers.0.ffn1#r1c3,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,512,768,1536,2048,1536,2048,512,768,9,0,sequential,42,131072,2359296,0.05555555555555555,0.2156455889038142
decoder_stack.layers.0.ffn1#r1c4,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,512,768,2048,2560,2048,2560,512,768,10,0,sequential,42,131072,2359296,0.05555555555555555,0.2156455889038142
decoder_stack.layers.0.ffn1#r1c5,block_0/mlp.c_fc,transformer.h.0.mlp.c_fc,decoder_stack.layers.0.ffn1,0,0,,512,768,2560,3072,2560,3072,512,768,11,0,sequential,42,131072,2359296,0.05555555555555555,0.2156455889038142
decoder_stack.layers.0.ffn2#r0c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,0,512,0,512,0,512,0,512,12,0,sequential,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r0c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,0,512,512,768,512,768,0,512,13,0,sequential,42,131072,2359296,0.05555555555555555,4.496658314707527
decoder_stack.layers.0.ffn2#r1c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,512,1024,0,512,0,512,512,1024,14,0,sequential,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r1c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,512,1024,512,768,512,768,512,1024,15,0,sequential,42,131072,2359296,0.05555555555555555,4.496658314707527
decoder_stack.layers.0.ffn2#r2c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,1024,1536,0,512,0,512,1024,1536,4,1,sequential,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r2c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,1024,1536,512,768,512,768,1024,1536,5,1,sequential,42,131072,2359296,0.05555555555555555,4.496658314707527
decoder_stack.layers.0.ffn2#r3c0,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,1536,2048,0,512,0,512,1536,2048,6,1,sequential,42,262144,2359296,0.1111111111111111,4.496658314707527
decoder_stack.layers.0.ffn2#r3c1,block_0/mlp.c_proj,transformer.h.0.mlp.c_proj,decoder_stack.layers.0.ffn2,0,0,,1536,2048,512,768,512,768,1536,2048,7,1,sequential,42,131072,2359296,0.05555555555555555,4.496658314707527
